,Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Descr,Key,Faculty,Department,Program,Degree,Website
92,47850,ACTT,209,The Engaged Theatre Artist,3.0,LAB,Laboratory,,UGRD,TPER 209 = ACTT 209,"Prerequisite: Enrolment in a specialization in the Department of Theatre or written permission of the Department. This studio course is designed to bring together students from all of the department?s specializations to explore basic skills and principles of performance creation and acting for the theatre. The course combines theoretical readings and practical explorations relating to diverse perspectives on an artist's role in society.
NOTE: Students who have received credit for PERC 209, TDEV 209, or TPER 209 may not take this course for credit.",,,,,,
93,47850,ACTT,209,The Engaged Theatre Artist,3.0,STU,Studio,,UGRD,TPER 209 = ACTT 209,"Prerequisite: Enrolment in a specialization in the Department of Theatre or written permission of the Department. This studio course is designed to bring together students from all of the department?s specializations to explore basic skills and principles of performance creation and acting for the theatre. The course combines theoretical readings and practical explorations relating to diverse perspectives on an artist's role in society.
NOTE: Students who have received credit for PERC 209, TDEV 209, or TPER 209 may not take this course for credit.",,,,,,
94,47851,ACTT,210,Scene Study I,3.0,LAB,Laboratory,pre req for ACTT 210,UGRD,TPER 210 = ACTT 210,"This studio course places increased emphasis on movement, voice, and text interpretation, working in a realistic style of physical actions such as Stanislavski?s work on embodiment. The course offers foundational principles for creating a role, with focus on contemporary and early modern realistic dramatic texts.
Prerequisite: ACTT 209 or PERC 209 or written permission of the Department of Theatre.
NOTE: Students who have received credit for TPER 210 may not take this course for credit.",,,,,,
95,47851,ACTT,210,Scene Study I,3.0,STU,Studio,pre req for ACTT 210,UGRD,TPER 210 = ACTT 210,"This studio course places increased emphasis on movement, voice, and text interpretation, working in a realistic style of physical actions such as Stanislavski?s work on embodiment. The course offers foundational principles for creating a role, with focus on contemporary and early modern realistic dramatic texts.
Prerequisite: ACTT 209 or PERC 209 or written permission of the Department of Theatre.
NOTE: Students who have received credit for TPER 210 may not take this course for credit.",,,,,,
96,47852,ACTT,211,Voice and Movement for the Stage I,3.0,LAB,Laboratory,,UGRD,TPER 231 = ACTT 211,"This studio course cultivates the expressive potential of the actor?s instrument: the body, voice, and imagination. It aims to hone the basic tools of physical and of vocal expression. Students practice applying these tools in études, poetry performances, and scenes.
Prerequisite: Enrolment in the Specialization in Acting for the Theatre or written permission of the Department of Theatre.
NOTE: Students who have received credit for TPER 231 may not take this course for credit.",,,,,,
97,47852,ACTT,211,Voice and Movement for the Stage I,3.0,STU,Studio,,UGRD,TPER 231 = ACTT 211,"This studio course cultivates the expressive potential of the actor?s instrument: the body, voice, and imagination. It aims to hone the basic tools of physical and of vocal expression. Students practice applying these tools in études, poetry performances, and scenes.
Prerequisite: Enrolment in the Specialization in Acting for the Theatre or written permission of the Department of Theatre.
NOTE: Students who have received credit for TPER 231 may not take this course for credit.",,,,,,
98,47854,ACTT,298,Special Topics in Acting,3.0,STU,Studio,,UGRD,,"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,,,,
99,47855,ACTT,299,Special Topics in Acting,6.0,STU,Studio,,UGRD,,"This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,,,,
100,47856,ACTT,331,Scene Study II,3.0,STU,Studio,Prerequisite ACTT 331,UGRD,TPER 311 = ACTT 331,"In this studio course, students examine, develop, and refine their individual processes for analyzing,
exploring, rehearsing, and performing scenes from dramatic texts, with focus on non-realistic genres of text, such as existentialism, absurdism or expressionism.
Prerequisite: ACTT 210 or written permission of the Department of Theatre.
NOTE: Students who have received credit for TPER 311 may not take this course for credit.",,,,,,
101,47857,ACTT,360,Ensemble II,3.0,LAB,Laboratory,Prerequisite for ACTT 360,UGRD,TPER 325 = ACTT 360,"Prerequisite: ACTT 231 or written permission of the Department of Theatre. This studio course focuses on skill development and performance of a particular theatrical genre, such as Elizabethan verse, red-nose clown, or Brechtian epic theatre.
NOTE: Students who have received credit for TPER 325 may not take this course for credit.",,,,,,
102,47857,ACTT,360,Ensemble II,3.0,STU,Studio,Prerequisite for ACTT 360,UGRD,TPER 325 = ACTT 360,"Prerequisite: ACTT 231 or written permission of the Department of Theatre. This studio course focuses on skill development and performance of a particular theatrical genre, such as Elizabethan verse, red-nose clown, or Brechtian epic theatre.
NOTE: Students who have received credit for TPER 325 may not take this course for credit.",,,,,,
103,47858,ACTT,321,Movement for the Stage II,3.0,STU,Studio,"Prerequisite: The following course must be completed previously: ACTT 211. If prerequisites ae not satisfied, permission of the Program Coordinator is required",UGRD,TPER 331 = ACTT 321,"Prerequisite: The following course must be completed previously: ACTT 211. If
prerequisites are not satisfied, permission of the Program Coordinator is required.

Description: This studio course is an introduction to various movement-based ensemble
performance techniques and methods.

NOTE: Students who have received credit for TPER 331 may not take this course for
credit.",,,,,,
104,47859,ACTT,435,CREATION PROJECT,3.0,LAB,Laboratory,,UGRD,TPER 333= ACTT 435,"Prerequisite: Permission of the Program Coordinator is required.
Description: This performance course offers supervised application of theatrical skills in
the collaborative creation of a public production.

NOTE: Students enrolled in this course are required to pay a Theatre Lab fee.
NOTE: This course may be repeated for credit in this program, provided the subject matter
is different each time.",,,,,,
105,47859,ACTT,435,CREATION PROJECT,3.0,STU,Studio,,UGRD,TPER 333= ACTT 435,"Prerequisite: Permission of the Program Coordinator is required.
Description: This performance course offers supervised application of theatrical skills in
the collaborative creation of a public production.

NOTE: Students enrolled in this course are required to pay a Theatre Lab fee.
NOTE: This course may be repeated for credit in this program, provided the subject matter
is different each time.",,,,,,
106,47860,ACTT,325,Voice for the Stage II,3.0,STU,Studio,Prerequisite for ACTT 325,UGRD,TPER 345 = ACTT 325,"Prerequisite: ACTT 211 or written permission of the Department of Theatre.  Building on the voice and speech skills previously introduced, this course emphasizes embodiment, self-awareness, and freedom of breath; authentic, healthy, and expressive vocal use; and clarity and conviction in speaking text.
NOTE: Students who have received credit for TPER 345 may not take this course for credit.",,,,,,
107,47861,ACTT,355,Voice for the Stage III,3.0,STU,Studio,Prerequisite ACTT 355,UGRD,TPER 355 = ACTT 355,"Prerequisite: ACTT 325 or written permission of the Department of Theatre. This studio course provides a thorough introduction to a particular voice-based performance technique, method, or approach, such as choral singing for the theatre or slam poetry.
NOTE: Students who have received credit for TPER 355 may not take this course for credit.",,,,,,
108,47862,ACTT,398,Special Topics in Acting,3.0,LAB,Laboratory,,UGRD,,"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,,,,
109,47862,ACTT,398,Special Topics in Acting,3.0,STU,Studio,,UGRD,,"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,,,,
110,47863,ACTT,399,Special Topics in Acting,6.0,STU,Studio,,UGRD,,"This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,,,,
111,47864,ACTT,358,Movement for the Stage III,3.0,LAB,Laboratory,Prerequisite: ACTT 321,UGRD,TPER 431 = ACTT 358,"Prerequisite: The following course must be completed previously: ACTT 321. If
prerequisites are not satisfied, permission of the Program Coordinator is required.

Description: Building on previously acquired skills, this course deepens student learning in
a particular movement-based performance technique, method, or approach, such as
somatics or corporeal mime.",,,,,,
112,47864,ACTT,358,Movement for the Stage III,3.0,STU,Studio,Prerequisite: ACTT 321,UGRD,TPER 431 = ACTT 358,"Prerequisite: The following course must be completed previously: ACTT 321. If
prerequisites are not satisfied, permission of the Program Coordinator is required.

Description: Building on previously acquired skills, this course deepens student learning in
a particular movement-based performance technique, method, or approach, such as
somatics or corporeal mime.",,,,,,
113,47865,ACTT,498,Special Topics in Acting,3.0,LAB,Laboratory,,UGRD,,"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,,,,
114,47865,ACTT,498,Special Topics in Acting,3.0,STU,Studio,,UGRD,,"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,,,,
115,47866,ACTT,499,Special Topics in Acting,6.0,STU,Studio,,GRAD,,"Prerequisite: Written permission of the Department of Theatre. This course provides opportunities for studies in selected styles or modes of theatre performance.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,,,,
116,48916,ACTT,370,Clown for the Actor,3.0,STU,Studio,"PREREQUISITE: The following courses must be completed previously: ACTT 321 and 325. If prerequisites are not satisfied, permission of the Program Coordinator is required.",UGRD,,"Building on previously acquired skills in movement and voice, this course focuses on the development of clown characters and situations, with focus on Michel Dallaire?s ?Jeu Clownesque? approach to clown training and performance.
Prerequisite: ACTT 321 and 325; or written permission of the Department of Theatre.
NOTE: Students who have received credit for this topic under a TPER 498 number may not take this course for credit.",,,,,,
117,48917,ACTT,372,Stage Combat,3.0,STU,Studio,for students enrolled in the Specialization in Acting for the Theatre and who have completed ACTT 321.,UGRD,,"Building on previously acquired movement skills, this course focuses on the development of unarmed
and armed stage combat skills for the actor.
Prerequisite: ACTT 321 or written permission of the Department of Theatre.
NOTE: Students who have received credit for this topic under a TPER 498 number may not take this course for credit.",,,,,,
118,48922,ACTT,455,Voice for the Stage IV,3.0,LAB,Laboratory,for students enrolled in the Specialization in Acting for the Theatre and who have completed ACTT 355 or permission of the Department of Theatre,UGRD,,"Building on previously acquired skills, this course provides an advanced exploration of a particular voice-based performance technique, method, or approach, such as singing, voice-over or dialects.
Prerequisite: ACTT 355 or written permission of the Department of Theatre.",,,,,,
